,popularity,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name
206,35,0.713,0.848,10,0.0338,0.0148,0.0,0.0808,0.787,106.093,203816,4,TWICE,2018-12-26,I WANT YOU BACK
207,41,0.72,0.655,5,0.0248,0.383,0.0,0.156,0.468,104.977,210451,4,TWICE,2018-12-12,The Best Thing I Ever Did
208,30,0.671,0.593,5,0.0376,0.572,0.0,0.0901,0.353,142.045,227732,4,TWICE,2018-12-12,Be as ONE - Korean Ver.
209,32,0.702,0.913,11,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685,4,TWICE,2018-12-12,YES or YES
210,20,0.79,0.889,9,0.0651,0.303,2.05e-06,0.0677,0.925,135.004,212871,4,TWICE,2018-12-12,SAY YOU LOVE ME
211,19,0.696,0.872,9,0.077,0.315,0.0,0.229,0.836,157.012,186287,4,TWICE,2018-12-12,LALALA
212,17,0.583,0.647,2,0.189,0.129,0.0,0.435,0.299,102.398,181199,4,TWICE,2018-12-12,YOUNG & WILD
213,17,0.535,0.911,4,0.148,0.319,0.0,0.559,0.794,170.109,222554,4,TWICE,2018-12-12,SUNSET
214,21,0.692,0.645,5,0.0338,0.511,0.0,0.122,0.372,97.049,203860,4,TWICE,2018-12-12,AFTER MOON
215,21,0.722,0.866,1,0.052,0.0154,0.0,0.11,0.659,137.946,196314,4,TWICE,2018-12-12,BDZ - Korean Ver.
216,53,0.72,0.655,5,0.0248,0.383,0.0,0.156,0.468,104.976,210440,4,TWICE,2018-12-12,The Best Thing I Ever Did
217,44,0.671,0.591,8,0.0366,0.54,0.0,0.103,0.373,142.0,227733,4,TWICE,2018-12-12,Be as ONE (Korean Version)
218,45,0.706,0.926,6,0.0375,0.0597,5.23e-06,0.162,0.747,137.985,237693,4,TWICE,2018-12-12,YES or YES
219,33,0.792,0.898,9,0.0661,0.307,2.31e-06,0.0727,0.929,135.006,212867,4,TWICE,2018-12-12,SAY YOU LOVE ME
220,32,0.698,0.874,9,0.0779,0.312,0.0,0.177,0.807,156.976,186293,4,TWICE,2018-12-12,LALALA
221,30,0.786,0.644,2,0.116,0.131,0.0,0.32,0.31,104.895,181187,4,TWICE,2018-12-12,YOUNG & WILD
222,33,0.524,0.907,4,0.212,0.325,0.0,0.56,0.783,170.046,222560,4,TWICE,2018-12-12,SUNSET
223,34,0.451,0.65,5,0.082,0.572,0.0,0.121,0.413,193.199,203867,4,TWICE,2018-12-12,AFTER MOON
224,35,0.727,0.87,1,0.0496,0.0158,0.0,0.11,0.656,137.956,196320,4,TWICE,2018-12-12,BDZ (Korean Version)
225,57,0.702,0.913,11,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685,4,TWICE,2018-11-05,YES or YES
226,38,0.79,0.889,9,0.0651,0.303,2.05e-06,0.0677,0.925,135.004,212871,4,TWICE,2018-11-05,SAY YOU LOVE ME
227,33,0.696,0.872,9,0.077,0.315,0.0,0.229,0.836,157.012,186287,4,TWICE,2018-11-05,LALALA
228,28,0.583,0.647,2,0.189,0.129,0.0,0.435,0.299,102.398,181199,4,TWICE,2018-11-05,YOUNG & WILD
229,29,0.535,0.911,4,0.148,0.319,0.0,0.559,0.794,170.109,222554,4,TWICE,2018-11-05,SUNSET
230,33,0.692,0.645,5,0.0338,0.511,0.0,0.122,0.372,97.049,203860,4,TWICE,2018-11-05,AFTER MOON
231,30,0.722,0.866,1,0.052,0.0154,0.0,0.11,0.659,137.946,196314,4,TWICE,2018-11-05,BDZ - Korean Ver.
232,69,0.702,0.913,11,0.0374,0.0514,3.72e-06,0.166,0.735,137.981,237680,4,TWICE,2018-11-05,YES or YES
233,48,0.792,0.889,9,0.0706,0.308,1.62e-06,0.0685,0.913,134.995,212867,4,TWICE,2018-11-05,SAY YOU LOVE ME
234,44,0.694,0.872,9,0.0722,0.296,0.0,0.196,0.834,156.954,186293,4,TWICE,2018-11-05,LALALA
235,41,0.803,0.621,2,0.105,0.119,0.0,0.31,0.305,104.909,181200,4,TWICE,2018-11-05,YOUNG & WILD
236,45,0.519,0.91,4,0.204,0.326,0.0,0.573,0.765,170.091,222547,4,TWICE,2018-11-05,SUNSET
237,45,0.415,0.664,5,0.0689,0.576,0.0,0.123,0.462,193.551,203867,4,TWICE,2018-11-05,AFTER MOON
238,36,0.731,0.865,10,0.0491,0.0124,0.0,0.105,0.701,137.943,196320,4,TWICE,2018-11-05,BDZ
239,59,0.715,0.862,10,0.0444,0.0113,0.0,0.108,0.668,137.93,197800,4,TWICE,2018-09-12,BDZ
240,49,0.74,0.928,7,0.0633,0.00288,0.0,0.319,0.671,129.955,183001,4,TWICE,2018-09-12,One More Time
241,55,0.599,0.943,0,0.0894,0.177,2.6e-05,0.141,0.84,174.059,202010,4,TWICE,2018-09-12,Candy Pop
242,43,0.806,0.858,8,0.0715,0.053,0.0,0.109,0.871,125.005,203040,4,TWICE,2018-09-12,L.O.V.E
243,47,0.516,0.719,6,0.0458,0.16,0.0,0.0541,0.433,205.786,272493,4,TWICE,2018-09-12,Wishing
244,41,0.751,0.838,7,0.137,0.279,0.0,0.0673,0.579,129.985,203587,4,TWICE,2018-09-12,Say it again
245,49,0.656,0.994,6,0.0807,0.209,0.0,0.318,0.795,125.979,211800,4,TWICE,2018-09-12,Wake Me Up
246,42,0.674,0.965,7,0.0696,0.016,9.59e-05,0.145,0.75,157.041,213956,4,TWICE,2018-09-12,BRAND NEW GIRL
247,50,0.613,0.558,8,0.0361,0.465,0.0,0.0975,0.358,142.003,231120,4,TWICE,2018-09-12,Be as ONE
248,52,0.713,0.848,10,0.0338,0.0148,0.0,0.0808,0.787,106.093,203816,4,TWICE,2018-09-12,I WANT YOU BACK
249,56,0.711,0.861,0,0.0924,0.106,4.4e-05,0.112,0.78,118.004,180809,4,TWICE,2018-07-09,Dance The Night Away
250,36,0.782,0.831,8,0.0624,0.144,0.0,0.0694,0.788,108.966,186285,4,TWICE,2018-07-09,CHILLAX
251,29,0.671,0.852,7,0.0439,0.0747,0.0,0.524,0.245,142.981,205064,4,TWICE,2018-07-09,Shot thru the heart
252,59,0.573,0.91,8,0.064,0.0846,0.0,0.266,0.602,169.982,208238,4,TWICE,2018-07-09,What is Love?
253,35,0.673,0.967,5,0.062,0.0817,2.77e-06,0.133,0.826,160.018,207743,4,TWICE,2018-07-09,SWEET TALKER
254,31,0.765,0.891,6,0.1,0.0898,1e-06,0.018,0.977,160.004,189076,4,TWICE,2018-07-09,HO!
255,26,0.65,0.787,0,0.0524,0.0135,2.84e-06,0.109,0.526,116.789,196423,4,TWICE,2018-07-09,DEJAVU
256,31,0.625,0.68,10,0.0784,0.233,0.0,0.226,0.399,160.014,182946,4,TWICE,2018-07-09,SAY YES
257,34,0.563,0.806,8,0.05,0.0494,0.0,0.181,0.626,157.962,215337,4,TWICE,2018-07-09,STUCK
258,69,0.709,0.861,0,0.0941,0.106,4.73e-05,0.113,0.779,118.089,180800,4,TWICE,2018-07-09,Dance The Night Away
259,49,0.786,0.832,8,0.0592,0.134,1.35e-06,0.0575,0.741,108.977,186293,4,TWICE,2018-07-09,CHILLAX
260,45,0.669,0.847,7,0.0413,0.0775,0.0,0.594,0.263,142.965,205053,4,TWICE,2018-07-09,Shot Thru The Heart
261,76,0.574,0.909,8,0.0658,0.0987,0.0,0.264,0.569,169.966,208240,4,TWICE,2018-07-09,What is Love
262,45,0.677,0.97,5,0.0653,0.0695,2.07e-06,0.153,0.798,159.995,207747,4,TWICE,2018-07-09,SWEET TALKER
263,45,0.766,0.895,6,0.0979,0.105,1.53e-06,0.0242,0.974,160.009,189080,4,TWICE,2018-07-09,HO!
264,42,0.637,0.793,0,0.0649,0.0129,1.29e-06,0.0895,0.509,116.782,196413,4,TWICE,2018-07-09,DEJAVU
265,46,0.634,0.673,10,0.0785,0.238,0.0,0.226,0.366,80.009,182947,4,TWICE,2018-07-09,SAY YES
266,47,0.564,0.795,8,0.0537,0.0544,0.0,0.142,0.573,157.899,215400,4,TWICE,2018-07-09,STUCK
267,54,0.563,0.945,8,0.0635,0.0949,0.0,0.216,0.865,164.077,186896,4,TWICE,2017-12-11,Heart Shaker
268,55,0.709,0.62,10,0.0387,0.425,0.0,0.0822,0.658,154.026,192571,4,TWICE,2017-12-11,Merry & Happy
269,31,0.723,0.898,4,0.0354,0.431,0.0015,0.136,0.394,131.96,207824,4,TWICE,2017-12-11,LIKEY
270,28,0.729,0.804,1,0.135,0.553,0.0,0.15,0.609,95.139,198034,4,TWICE,2017-12-11,TURTLE
271,26,0.805,0.702,1,0.054,0.212,0.0,0.112,0.833,119.995,179711,4,TWICE,2017-12-11,MISSING U
272,21,0.776,0.915,1,0.151,0.355,0.0,0.0537,0.909,160.092,180962,4,TWICE,2017-12-11,WOW
273,22,0.71,0.946,6,0.0465,0.125,3.02e-06,0.282,0.895,127.984,225984,4,TWICE,2017-12-11,FFW
274,21,0.658,0.879,11,0.0531,0.0557,0.0,0.233,0.824,149.998,212117,4,TWICE,2017-12-11,DING DONG
275,23,0.879,0.766,6,0.0728,0.0743,3.5e-05,0.401,0.558,123.072,215485,4,TWICE,2017-12-11,24/7
276,24,0.72,0.909,1,0.0389,0.146,0.0,0.0675,0.662,134.898,193144,4,TWICE,2017-12-11,LOOK AT ME
277,22,0.886,0.62,9,0.0428,0.0402,0.0087,0.273,0.272,122.014,190898,4,TWICE,2017-12-11,ROLLIN'
278,21,0.696,0.784,0,0.0437,0.251,0.0,0.11,0.542,95.019,196796,4,TWICE,2017-12-11,LOVE LINE
279,21,0.838,0.658,9,0.0456,0.0574,9.55e-06,0.124,0.414,102.982,178344,4,TWICE,2017-12-11,DON'T GIVE UP
280,25,0.692,0.867,2,0.0331,0.286,0.0,0.109,0.382,102.988,208868,4,TWICE,2017-12-11,YOU IN MY HEART
281,23,0.721,0.396,3,0.0344,0.848,0.0,0.0911,0.359,133.979,262922,4,TWICE,2017-12-11,JALJAYO GOOD NIGHT
282,65,0.564,0.944,8,0.0647,0.105,0.0,0.154,0.857,164.062,186893,4,TWICE,2017-12-11,Heart Shaker
283,57,0.716,0.63,10,0.0377,0.403,0.0,0.0817,0.666,154.077,192573,4,TWICE,2017-12-11,Merry & Happy
284,44,0.72,0.904,4,0.0332,0.437,0.000551,0.117,0.428,131.988,207813,4,TWICE,2017-12-11,Likey
285,38,0.729,0.808,1,0.135,0.523,0.0,0.16,0.623,95.079,198040,4,TWICE,2017-12-11,Turtle
286,36,0.808,0.71,1,0.0482,0.22,0.0,0.112,0.849,119.976,179707,4,TWICE,2017-12-11,Missing U
287,32,0.775,0.914,1,0.149,0.355,0.0,0.0547,0.922,160.118,180960,4,TWICE,2017-12-11,Wow
288,32,0.711,0.949,6,0.0431,0.126,3.19e-06,0.296,0.928,127.976,225987,4,TWICE,2017-12-11,Ffw
289,32,0.661,0.881,11,0.051,0.0525,0.0,0.224,0.801,149.995,212120,4,TWICE,2017-12-11,Ding Dong
290,33,0.877,0.744,6,0.0705,0.0678,2.57e-05,0.387,0.548,123.067,215480,4,TWICE,2017-12-11,24/7
291,34,0.719,0.913,1,0.0386,0.165,0.0,0.0687,0.635,134.888,193147,4,TWICE,2017-12-11,Look At Me
292,35,0.883,0.638,9,0.044,0.0512,0.0151,0.279,0.263,122.022,190893,4,TWICE,2017-12-11,Rollin'
293,33,0.692,0.761,0,0.0456,0.269,0.0,0.105,0.495,95.004,196800,4,TWICE,2017-12-11,Love Line
294,30,0.828,0.663,9,0.0477,0.0592,1.26e-05,0.155,0.465,102.985,178347,4,TWICE,2017-12-11,Don't Give Up
295,33,0.689,0.858,2,0.0331,0.291,0.0,0.109,0.421,103.0,208867,4,TWICE,2017-12-11,You In My Heart
296,37,0.723,0.392,3,0.0333,0.851,0.0,0.0961,0.361,133.93,262960,4,TWICE,2017-12-11,Jaljayo Good Night
297,31,0.565,0.945,8,0.064,0.0967,0.0,0.177,0.841,164.08,186896,4,TWICE,2017-12-11,Heart Shaker
298,35,0.709,0.62,10,0.0387,0.425,0.0,0.0822,0.658,154.026,192571,4,TWICE,2017-12-11,Merry & Happy
299,11,0.717,0.91,4,0.0344,0.399,0.000448,0.129,0.437,132.013,207824,4,TWICE,2017-12-11,LIKEY
300,9,0.726,0.817,1,0.137,0.542,0.0,0.135,0.596,95.015,198034,4,TWICE,2017-12-11,거북이 / TURTLE
301,5,0.806,0.724,1,0.0468,0.247,0.0,0.113,0.855,119.96,179711,4,TWICE,2017-12-11,MISSING U
302,5,0.775,0.921,1,0.14,0.373,0.0,0.0534,0.921,160.032,180962,4,TWICE,2017-12-11,WOW
303,4,0.705,0.947,6,0.0452,0.127,5.17e-06,0.295,0.906,127.98,225984,4,TWICE,2017-12-11,FFW
304,3,0.662,0.88,11,0.0486,0.0555,0.0,0.126,0.823,150.011,212117,4,TWICE,2017-12-11,DING DONG
305,4,0.876,0.765,6,0.0672,0.0772,2.59e-05,0.385,0.536,123.049,215485,4,TWICE,2017-12-11,24/7
306,4,0.719,0.914,1,0.0367,0.166,0.0,0.0638,0.631,134.91,193144,4,TWICE,2017-12-11,날 바라바라봐 / LOOK AT ME
307,4,0.887,0.649,9,0.0444,0.0429,0.0121,0.279,0.245,122.008,190898,4,TWICE,2017-12-11,ROLLIN’
308,3,0.696,0.771,0,0.0442,0.242,0.0,0.108,0.504,95.001,196796,4,TWICE,2017-12-11,LOVE LINE
309,3,0.84,0.679,9,0.0466,0.0615,1.41e-05,0.121,0.422,102.994,178344,4,TWICE,2017-12-11,힘내! (DON’T GIVE UP) / DON’T GIVE UP
310,3,0.686,0.865,2,0.0327,0.31,0.0,0.109,0.406,103.001,208868,4,TWICE,2017-12-11,널 내게 담아 / YOU IN MY HEART
311,3,0.718,0.401,3,0.0333,0.84,0.0,0.0969,0.376,133.949,262922,4,TWICE,2017-12-11,잘자요 굿나잇 / JALJAYO GOOD NIGHT
312,52,0.723,0.898,4,0.0354,0.431,0.0015,0.136,0.394,131.96,207824,4,TWICE,2017-11-01,LIKEY
313,41,0.729,0.804,1,0.135,0.553,0.0,0.15,0.609,95.139,198034,4,TWICE,2017-11-01,TURTLE
314,32,0.805,0.702,1,0.054,0.212,0.0,0.112,0.833,119.995,179711,4,TWICE,2017-11-01,MISSING U
315,25,0.776,0.915,1,0.151,0.355,0.0,0.0537,0.909,160.092,180962,4,TWICE,2017-11-01,WOW
316,27,0.71,0.946,6,0.0465,0.125,3.02e-06,0.282,0.895,127.984,225984,4,TWICE,2017-11-01,FFW
317,25,0.658,0.879,11,0.0531,0.0557,0.0,0.233,0.824,149.998,212117,4,TWICE,2017-11-01,DING DONG
318,29,0.879,0.766,6,0.0728,0.0743,3.5e-05,0.401,0.558,123.072,215485,4,TWICE,2017-11-01,24/7
319,36,0.72,0.909,1,0.0389,0.146,0.0,0.0675,0.662,134.898,193144,4,TWICE,2017-11-01,LOOK AT ME
320,29,0.886,0.62,9,0.0428,0.0402,0.0087,0.273,0.272,122.014,190898,4,TWICE,2017-11-01,ROLLIN'
321,31,0.696,0.784,0,0.0437,0.251,0.0,0.11,0.542,95.019,196796,4,TWICE,2017-11-01,LOVE LINE
322,25,0.838,0.658,9,0.0456,0.0574,9.55e-06,0.124,0.414,102.982,178344,4,TWICE,2017-11-01,DON'T GIVE UP
323,34,0.692,0.867,2,0.0331,0.286,0.0,0.109,0.382,102.988,208868,4,TWICE,2017-11-01,YOU IN MY HEART
324,30,0.721,0.396,3,0.0344,0.848,0.0,0.0911,0.359,133.979,262922,4,TWICE,2017-11-01,JALJAYO GOOD NIGHT
325,68,0.723,0.903,4,0.033,0.413,0.000377,0.118,0.443,132.006,207813,4,TWICE,2017-10-30,Likey
326,52,0.741,0.809,1,0.135,0.553,0.0,0.142,0.615,94.985,198040,4,TWICE,2017-10-30,Turtle
327,45,0.807,0.704,1,0.0475,0.215,0.0,0.108,0.856,119.966,179707,4,TWICE,2017-10-30,Missing U
328,39,0.776,0.917,1,0.157,0.355,0.0,0.0532,0.928,160.124,180960,4,TWICE,2017-10-30,Wow
329,41,0.707,0.946,6,0.045,0.14,6.44e-06,0.299,0.916,127.967,225987,4,TWICE,2017-10-30,Ffw
330,39,0.661,0.871,11,0.0534,0.0581,0.0,0.24,0.811,150.015,212120,4,TWICE,2017-10-30,Ding Dong
331,44,0.878,0.749,6,0.0682,0.0741,1.82e-05,0.404,0.531,123.064,215480,4,TWICE,2017-10-30,24/7
332,48,0.719,0.909,1,0.0365,0.156,1.21e-06,0.0655,0.665,134.892,193147,4,TWICE,2017-10-30,Look At Me
333,48,0.882,0.629,9,0.0446,0.0462,0.00843,0.28,0.244,122.023,190893,4,TWICE,2017-10-30,Rollin'
334,45,0.697,0.767,0,0.0444,0.226,0.0,0.108,0.518,94.998,196800,4,TWICE,2017-10-30,Love Line
335,39,0.839,0.668,9,0.0474,0.0629,8.87e-06,0.132,0.452,102.992,178347,4,TWICE,2017-10-30,Don't Give Up
336,44,0.687,0.858,2,0.0328,0.288,0.0,0.109,0.392,102.997,208867,4,TWICE,2017-10-30,You In My Heart
337,47,0.72,0.399,3,0.0331,0.845,0.0,0.0887,0.356,133.945,262960,4,TWICE,2017-10-30,Jaljayo Good Night
338,28,0.717,0.91,4,0.0344,0.399,0.000448,0.129,0.437,132.013,207824,4,TWICE,2017-10-30,LIKEY
339,17,0.726,0.817,1,0.137,0.542,0.0,0.135,0.596,95.015,198034,4,TWICE,2017-10-30,거북이 / TURTLE
340,8,0.806,0.724,1,0.0468,0.247,0.0,0.113,0.855,119.96,179711,4,TWICE,2017-10-30,MISSING U
341,6,0.775,0.921,1,0.14,0.373,0.0,0.0534,0.921,160.032,180962,4,TWICE,2017-10-30,WOW
342,6,0.705,0.947,6,0.0452,0.127,5.17e-06,0.295,0.906,127.98,225984,4,TWICE,2017-10-30,FFW
343,5,0.662,0.88,11,0.0486,0.0555,0.0,0.126,0.823,150.011,212117,4,TWICE,2017-10-30,DING DONG
344,7,0.876,0.765,6,0.0672,0.0772,2.59e-05,0.385,0.536,123.049,215485,4,TWICE,2017-10-30,24/7
345,9,0.719,0.914,1,0.0367,0.166,0.0,0.0638,0.631,134.91,193144,4,TWICE,2017-10-30,날 바라바라봐 / LOOK AT ME
346,7,0.887,0.649,9,0.0444,0.0429,0.0121,0.279,0.245,122.008,190898,4,TWICE,2017-10-30,ROLLIN’
347,6,0.696,0.771,0,0.0442,0.242,0.0,0.108,0.504,95.001,196796,4,TWICE,2017-10-30,LOVE LINE
348,5,0.84,0.679,9,0.0466,0.0615,1.41e-05,0.121,0.422,102.994,178344,4,TWICE,2017-10-30,힘내! (DON’T GIVE UP) / DON’T GIVE UP
349,8,0.686,0.865,2,0.0327,0.31,0.0,0.109,0.406,103.001,208868,4,TWICE,2017-10-30,널 내게 담아 / YOU IN MY HEART
350,7,0.718,0.401,3,0.0333,0.84,0.0,0.0969,0.376,133.949,262922,4,TWICE,2017-10-30,잘자요 굿나잇 / JALJAYO GOOD NIGHT
351,38,0.708,0.853,2,0.0844,0.0525,0.000173,0.399,0.399,129.946,212991,4,TWICE,2017-02-24,TT
352,31,0.621,0.829,1,0.232,0.12,0.0,0.16,0.742,88.428,175200,4,TWICE,2017-02-24,1 TO 10
353,24,0.516,0.955,6,0.0529,0.17,0.0,0.751,0.827,161.905,206187,4,TWICE,2017-02-24,PONYTAIL
354,30,0.703,0.891,9,0.124,0.111,4.73e-06,0.343,0.855,163.929,210627,4,TWICE,2017-02-24,JELLY JELLY
355,26,0.741,0.885,7,0.127,0.114,0.000149,0.293,0.587,89.008,207507,4,TWICE,2017-02-24,PIT-A-PAT
356,25,0.685,0.801,8,0.0448,0.0102,7.24e-05,0.655,0.68,93.008,175947,4,TWICE,2017-02-24,NEXT PAGE
357,35,0.599,0.732,11,0.0324,0.146,0.0,0.204,0.424,89.87,175256,4,TWICE,2017-02-24,ONE IN A MILLION
358,51,0.673,0.968,1,0.131,0.0242,0.0,0.0586,0.476,129.972,195753,4,TWICE,2017-02-21,KNOCK KNOCK
359,36,0.654,0.564,5,0.0366,0.475,0.0,0.114,0.229,123.944,232067,4,TWICE,2017-02-21,Ice Cream
360,51,0.708,0.853,2,0.0844,0.0525,0.000173,0.399,0.399,129.946,212991,4,TWICE,2017-02-21,TT
361,39,0.621,0.829,1,0.232,0.12,0.0,0.16,0.742,88.428,175200,4,TWICE,2017-02-21,1 TO 10
362,25,0.516,0.955,6,0.0529,0.17,0.0,0.751,0.827,161.905,206187,4,TWICE,2017-02-21,PONYTAIL
363,41,0.703,0.891,9,0.124,0.111,4.73e-06,0.343,0.855,163.929,210627,4,TWICE,2017-02-21,JELLY JELLY
364,30,0.741,0.885,7,0.127,0.114,0.000149,0.293,0.587,89.008,207507,4,TWICE,2017-02-21,PIT-A-PAT
365,27,0.685,0.801,8,0.0448,0.0102,7.24e-05,0.655,0.68,93.008,175947,4,TWICE,2017-02-21,NEXT PAGE
366,45,0.599,0.732,11,0.0324,0.146,0.0,0.204,0.424,89.87,175256,4,TWICE,2017-02-21,ONE IN A MILLION
367,62,0.672,0.968,1,0.131,0.0243,0.0,0.0587,0.473,129.971,195747,4,TWICE,2017-02-20,Knock Knock
368,50,0.656,0.573,5,0.0369,0.451,0.0,0.113,0.235,123.936,232067,4,TWICE,2017-02-20,Ice Cream
369,47,0.713,0.86,2,0.0891,0.0463,0.000161,0.434,0.35,129.929,212987,4,TWICE,2017-02-20,TT
370,36,0.718,0.84,6,0.225,0.133,0.0,0.166,0.735,89.02,175200,4,TWICE,2017-02-20,1 To 10
371,30,0.507,0.952,6,0.055,0.164,0.0,0.79,0.815,161.841,206187,4,TWICE,2017-02-20,Ponytail
372,34,0.704,0.898,1,0.0794,0.105,7.43e-06,0.324,0.849,163.939,210627,4,TWICE,2017-02-20,Jelly Jelly
373,31,0.664,0.889,7,0.168,0.125,9.77e-05,0.291,0.582,178.05,207507,4,TWICE,2017-02-20,Pit-a-Pat
374,31,0.686,0.805,8,0.0571,0.00871,2.34e-05,0.623,0.662,93.019,175947,4,TWICE,2017-02-20,Next Page
375,37,0.599,0.732,11,0.033,0.149,0.0,0.199,0.45,89.948,175280,4,TWICE,2017-02-20,One In A Million
376,68,0.708,0.852,2,0.0851,0.0525,0.00016,0.399,0.396,129.946,212987,4,TWICE,2016-10-24,TT
377,50,0.621,0.839,1,0.271,0.109,0.0,0.167,0.701,88.497,175200,4,TWICE,2016-10-24,1 To 10
378,40,0.516,0.948,6,0.0559,0.186,0.0,0.846,0.776,161.914,206187,4,TWICE,2016-10-24,Ponytail
379,47,0.705,0.889,9,0.13,0.115,6.43e-06,0.325,0.884,163.936,210627,4,TWICE,2016-10-24,Jelly Jelly
380,41,0.662,0.882,7,0.144,0.124,0.00013,0.318,0.612,178.034,207507,4,TWICE,2016-10-24,Pit-a-Pat
381,41,0.687,0.805,8,0.0463,0.00995,5.28e-05,0.653,0.676,93.017,175947,4,TWICE,2016-10-24,Next Page
382,54,0.601,0.733,11,0.0338,0.158,0.0,0.226,0.421,90.027,175307,4,TWICE,2016-10-24,One In A Million
383,47,0.773,0.907,3,0.125,0.138,0.0,0.332,0.779,119.975,177467,4,TWICE,2022-08-26,Talk that Talk
384,26,0.665,0.845,10,0.108,0.106,0.0,0.0722,0.814,149.942,186947,4,TWICE,2022-08-26,Queen of Hearts
385,26,0.782,0.798,2,0.218,0.251,0.0,0.15,0.585,138.005,176973,4,TWICE,2022-08-26,Basics
386,22,0.756,0.875,1,0.127,0.0516,0.0,0.0439,0.57,122.932,215400,4,TWICE,2022-08-26,Trouble
387,23,0.637,0.882,7,0.0478,0.078,0.0,0.166,0.64,131.959,189200,4,TWICE,2022-08-26,Brave
388,22,0.714,0.8,5,0.0741,0.329,0.0,0.0555,0.833,159.873,195000,4,TWICE,2022-08-26,Gone
389,22,0.681,0.658,5,0.0811,0.346,0.0,0.109,0.551,136.958,189347,4,TWICE,2022-08-26,When We Were Kids
390,66,0.776,0.89,7,0.0573,0.0628,0.0,0.0634,0.864,111.998,188433,4,TWICE,2022-07-15,Celebrate
391,56,0.609,0.762,9,0.0785,0.0472,0.0,0.407,0.346,105.039,200213,4,TWICE,2022-03-22,Just be yourself
392,53,0.652,0.855,10,0.0754,0.0989,0.0,0.513,0.782,150.018,209400,4,TWICE,2022-03-16,I CAN'T STOP ME - Japanese ver.
393,53,0.709,0.77,10,0.0411,0.0482,0.0,0.155,0.469,144.8,207280,4,TWICE,2022-03-16,CRY FOR ME - Japanese ver.
394,52,0.683,0.925,8,0.0553,0.0336,1.59e-05,0.11,0.669,96.987,213547,4,TWICE,2022-03-16,Alcohol-Free - Japanese ver.
395,50,0.791,0.866,11,0.0597,0.0459,0.0,0.137,0.672,112.975,196707,4,TWICE,2022-03-16,SCIENTIST - Japanese ver.
396,45,0.791,0.866,11,0.0597,0.0459,0.0,0.137,0.672,112.975,196707,4,TWICE,2022-03-02,SCIENTIST - Japanese ver.
397,10,0.795,0.86,6,0.0624,0.0371,0.000122,0.0554,0.606,127.03,185218,4,TWICE,2022-02-04,The Feels (Benny Benassi Remix)
398,14,0.808,0.903,9,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4,TWICE,2022-02-04,The Feels
399,1,0.777,0.794,6,0.147,0.0832,0.0,0.0349,0.679,117.997,202922,4,TWICE,2022-02-04,The Feels (The Stereotypes Remix)
400,1,0.78,0.828,9,0.0678,0.00771,3.17e-06,0.317,0.553,124.044,135000,4,TWICE,2022-02-04,The Feels (YVES V Remix)
401,1,0.816,0.681,9,0.041,0.000394,0.764,0.062,0.9,119.958,198053,4,TWICE,2022-02-04,The Feels (Instrumental)
402,1,0.835,0.884,11,0.0693,0.01,0.000913,0.635,0.95,126.985,249709,4,TWICE,2022-02-04,The Feels (Benny Benassi Remix Extended)
403,0,0.819,0.626,11,0.0465,0.00269,0.827,0.0784,0.684,118.009,202922,4,TWICE,2022-02-04,The Feels (The Stereotypes Remix Instrumental)
404,0,0.781,0.83,11,0.0383,0.000238,0.826,0.102,0.176,123.991,135000,4,TWICE,2022-02-04,The Feels (YVES V Remix Instrumental)
405,1,0.76,0.856,11,0.0379,0.0309,0.891,0.0677,0.49,127.011,184041,4,TWICE,2022-02-04,The Feels (Benny Benassi Remix Instrumental)
406,53,0.693,0.586,5,0.0315,0.233,0.0,0.145,0.459,82.039,263680,4,TWICE,2021-12-15,Doughnut
407,59,0.611,0.578,9,0.0335,0.395,0.0,0.168,0.547,74.944,211213,4,TWICE,2021-12-15,Wonderful Day
408,37,0.624,0.477,1,0.0302,0.0221,0.803,0.185,0.345,82.024,263680,4,TWICE,2021-12-15,Doughnut (Instrumental)
409,29,0.568,0.59,9,0.0298,0.198,0.8,0.17,0.436,74.996,212840,4,TWICE,2021-12-15,Wonderful Day (Instrumental)
410,12,0.693,0.586,5,0.0315,0.233,0.0,0.145,0.459,82.039,263680,4,TWICE,2021-12-15,Doughnut
411,18,0.611,0.578,9,0.0335,0.395,0.0,0.168,0.547,74.944,211213,4,TWICE,2021-12-15,Wonderful Day
412,2,0.624,0.477,1,0.0302,0.0221,0.803,0.185,0.345,82.024,263680,4,TWICE,2021-12-15,Doughnut (Instrumental)
413,2,0.568,0.59,9,0.0298,0.198,0.8,0.17,0.436,74.996,212840,4,TWICE,2021-12-15,Wonderful Day (Instrumental)
414,69,0.693,0.586,5,0.0315,0.233,0.0,0.145,0.459,82.039,263680,4,TWICE,2021-12-03,Doughnut
415,27,0.796,0.86,6,0.0623,0.0374,0.000107,0.0557,0.603,127.023,185218,4,TWICE,2021-10-01,The Feels - Benny Benassi Remix
416,28,0.808,0.903,9,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4,TWICE,2021-10-01,The Feels
